OBJECTID,Survey_Num,Purpose,WIN,Name_of_Wa,Date,NYTME,NYTMN,Site_Lengt,Total_Of_N,Brook_Trou,Brown_Trou,Rainbow_Tr,POINT_X,POINT_Y
191,388002.00000000000,Reclassification,H-89-7,Woodbury Creek,12/20/88,575032,4581023,200,14,0,14,,-74.10270959690,41.37723066970
192,388002.00000000000,Reclassification,H-89-7,Woodbury Creek,12/20/88,577032,4584123,160,7,0,3,4,-74.07840072830,41.40496172060
193,389005.00000000000,Reclassification,H-31-P44-23-P59-2-3A,Unnamed Water,04/11/89,605532,4581223,75,2,2,0,,-73.73800491940,41.37561012950
194,389006.00000000000,Reclassification,H-31-P44-23-P59-2,Mud Pond Brook,04/11/89,607932,4581423,200,1,1,0,,-73.70927602940,41.37709290860
195,989130.00000000000,Esocid sampling,PA-63-13-4-P122,Chautauqua Lake,04/19/89,136092,4677404,0,1,0,1,,-79.40499660740,42.16416956160
196,489006.00000000000,"Other, see comments",D-70-20-19-P287,Trout Pond,05/05/89,504632,4650823,0,30,30,0,,-74.94406162890,42.00941431910
197,689110.00000000000,General biological survey,SL-25-7-P1-3-63,Blanchard Creek,06/01/89,467130,4877924,5000,1,1,0,,-75.41035320040,44.05374450980
198,789003.00000000000,TSMP collection,ONT-66-12-12-P154-6-2,Geddes Brook,06/05/89,399732,4767422,720,29,0,28,1,-76.23120580010,43.05287490150
199,789005.00000000000,TSMP collection,ONT-66-12-12-P154-6,Ninemile Creek,06/09/89,400331,4770622,1800,1,0,1,,-76.22442559750,43.08176314800
200,789006.00000000000,TSMP collection,ONT-66-12-12-P154-4,Onondaga Creek,06/09/89,405332,4767822,1600,2,0,2,,-76.16252485350,43.05719522260
201,689204.00000000000,General biological survey,ONT-66-11-P26-24-14-29,Alder Creek,06/22/89,456532,4823023,190,1,1,0,,-75.53819833900,43.55889622940
202,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,06/27/89,256536,4654445,125,8,8,0,,-77.93982595870,42.00438686870
203,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,06/27/89,256825,4656954,125,3,3,0,,-77.93737992050,42.02704407680
204,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,06/27/89,254702,4654518,125,1,1,0,,-77.96197348260,42.00447442880
205,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,06/27/89,254797,4655256,125,3,3,0,,-77.96113593310,42.01114202970
206,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,06/27/89,255286,4655950,125,5,5,0,,-77.95552748640,42.01753643170
207,989503.00000000000,General biological survey,ONT-117-192-3-2,Unnamed Water,06/27/89,254114,4655162,125,5,5,0,,-77.96933397200,42.01008356570
208,689111.00000000000,General biological survey,SL-25-7-P1-3-25-1,West Creek,06/29/89,433430,4877923,200,5,5,0,,-75.83103537050,44.05145006560
209,889003.00000000000,Reclassification,ONT-66-12-P369-99,Shannon Corners Brook,06/30/89,342931,4713222,8,4,0,0,4,-76.91326259490,42.55543075580
210,889011.00000000000,Reclassification,ONT-66-12-P369-59,Catharine Creek,06/30/89,348201,4689270,50,6,0,0,6,-76.84276918370,42.34088583040
211,889012.00000000000,Reclassification,ONT-66-12-P369-59-18A,Unnamed Water,06/30/89,348331,4680722,8,9,0,0,9,-76.83895058420,42.26396603220
212,889013.00000000000,Reclassification,ONT-66-12-P369-35,Unnamed Water,06/30/89,346031,4715322,30,10,0,0,10,-76.87608776520,42.57495689210
213,889014.00000000000,Reclassification,ONT-66-12-P369-38,Breakneck Creek,06/30/89,345431,4711122,15,10,0,0,10,-76.88225799330,42.53703311460
214,689206.00000000000,CROTS survey,ONT-19-81-18-P782C-19,Third Lake Creek,07/17/89,509231,4841823,370,22,22,0,,-74.88538276300,43.72938206700
215,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,07/17/89,254702,4654518,125,1,1,0,,-77.96197348260,42.00447442880
216,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,07/17/89,254797,4655256,125,3,3,0,,-77.96113593310,42.01114202970
217,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,07/17/89,255286,4655980,125,10,10,0,,-77.95553999180,42.01780627080
218,989503.00000000000,General biological survey,ONT-117-192-3-2,Unnamed Water,07/17/89,254114,4655162,125,19,19,0,,-77.96933397200,42.01008356570
219,389035.00000000000,Reclassification,H-139-13-61-9-25,Long House Creek,07/18/89,556332,4564323,300,14,0,14,,-74.32786766650,41.22833783930
220,389035.00000000000,Reclassification,H-139-13-61-9-25,Long House Creek,07/18/89,557732,4566023,150,8,0,8,,-74.31100375560,41.24355139740
221,389036.00000000000,Reclassification,H-139-13-61-9-20,Unnamed Water,07/18/89,554132,4563623,50,5,5,0,,-74.35417765440,41.22218294180
222,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,07/18/89,256536,4654445,125,20,20,0,,-77.93982595870,42.00438686870
223,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,07/18/89,256825,4656954,125,11,11,0,,-77.93737992050,42.02704407680
224,689302.00000000000,CROTS survey,ONT-19-12,Felts Mills Creek,07/19/89,438930,4874323,400,135,135,0,,-75.76196625340,44.01951925830
225,689302.00000000000,CROTS survey,ONT-19-12,Felts Mills Creek,07/19/89,440430,4873223,300,1,1,0,,-75.74312874800,44.00973952880
226,389038.00000000000,Reclassification,D-10-4,Unnamed Water,07/24/89,519832,4591023,75,9,9,0,,-74.76249269140,41.47055957070
227,389038.00000000000,Reclassification,D-10-4,Unnamed Water,07/24/89,520032,4590223,35,18,14,4,,-74.76012407980,41.46334865870
228,689207.00000000000,General biological survey,H-240-223-42,Buckley Mill Creek,07/24/89,463132,4753522,320,13,0,13,,-75.45183396510,42.93343563920
229,689208.00000000000,General biological survey,H-240-223-34,Big Creek,07/25/89,465732,4759923,410,5,0,5,,-75.42036290240,42.99119738270
230,589015.00000000000,General biological survey,H-299-P27-13,Kayaderosseras Creek,07/26/89,588932,4773424,400,49,0,49,,-73.90700406170,43.10832562110
231,589015.00000000000,General biological survey,H-299-P27-13,Kayaderosseras Creek,07/26/89,591232,4776724,400,38,1,37,,-73.87819896010,43.13776260150
232,589015.00000000000,General biological survey,H-299-P27-13,Kayaderosseras Creek,07/26/89,591532,4783224,400,78,2,76,,-73.87343577260,43.19624642910
233,589015.00000000000,General biological survey,H-299-P27-13,Kayaderosseras Creek,07/26/89,593032,4780024,500,3,1,2,,-73.85551587620,43.16725355210
234,689208.00000000000,General biological survey,H-240-223-34,Big Creek,07/26/89,466632,4756723,400,20,2,18,,-75.40913187010,42.96242172490
235,689208.00000000000,General biological survey,H-240-223-34,Big Creek,07/26/89,467932,4754323,349,50,1,49,,-75.39305512800,42.94086569450
236,689209.00000000000,CROTS survey,SR-146,Unadilla River,07/26/89,482733,4746123,200,22,22,0,,-75.21138963920,42.86750236770
237,489011.00000000000,TSMP collection,H-204-2,Kinderhook Creek,07/27/89,611233,4695624,140,2,0,2,,-73.64829968510,42.40495123630
238,489012.00000000000,TSMP collection,H-204-2-10,Stony Kill,07/27/89,615933,4692224,369,2,0,2,,-73.59188632120,42.37365234880
239,589015.00000000000,General biological survey,H-299-P27-13,Kayaderosseras Creek,07/27/89,586933,4769324,450,16,0,15,1,-73.93220953340,43.07164377660
240,689209.00000000000,CROTS survey,SR-146,Unadilla River,07/27/89,490033,4750923,200,6,0,6,,-75.12210557160,42.91085766610
241,889010.00000000000,CROTS survey,ONT-117-19-28,Spring Creek,07/31/89,246429,4773021,350,13,0,13,,-78.11428848560,43.06751932160
242,889017.00000000000,Reclassification,ONT-117-19-9,Hotel Creek,07/31/89,267029,4773621,150,7,0,7,,-77.86185882870,43.07951889070
243,889008.00000000000,CROTS survey,ONT-117-66-28,Sugar Creek,08/01/89,274430,4709221,700,16,0,16,,-77.74530696350,42.50247980520
244,889008.00000000000,CROTS survey,ONT-117-66-28,Sugar Creek,08/01/89,275330,4707321,530,11,1,10,,-77.73362061800,42.48564989630
245,889009.00000000000,CROTS survey,ONT-117-66-3-25,Little Dansville Creek,08/01/89,259830,4718021,730,16,0,16,,-77.92647541280,42.57723549110
246,889009.00000000000,CROTS survey,ONT-117-66-3-25,Little Dansville Creek,08/01/89,259930,4715721,265,2,0,2,,-77.92429125470,42.55658034710
247,989026.00000000000,General biological survey,PA-53-2-2,South Branch Sawmill Run,08/01/89,166429,4659219,0,3,0,3,,-79.02833017130,42.01429648790
248,989026.00000000000,General biological survey,PA-53-2-2,South Branch Sawmill Run,08/01/89,167529,4660719,200,3,0,3,,-79.01592705080,42.02823827950
249,989027.00000000000,General biological survey,PA-53-2-2,South Branch Sawmill Run,08/01/89,168429,4661819,0,4,2,2,,-79.00570316590,42.03850086580
250,889007.00000000000,CROTS survey,PA-3-57-5-40,Bennetts Creek,08/02/89,280630,4664921,565,2,0,2,,-77.65313133930,42.10571905730
251,889007.00000000000,CROTS survey,PA-3-57-5-40,Bennetts Creek,08/02/89,280930,4666521,620,5,0,5,,-77.65010681850,42.12019780480
252,889005.00000000000,CROTS survey,PA-3-58-31,Goff Creek,08/03/89,296230,4692921,550,7,1,6,,-77.47446401820,42.36186679570
253,889005.00000000000,CROTS survey,PA-3-58-31,Goff Creek,08/03/89,298430,4693221,450,8,0,8,,-77.44787714480,42.36513944690
254,889005.00000000000,CROTS survey,PA-3-58-31,Goff Creek,08/03/89,299930,4694121,330,16,0,16,,-77.42998932310,42.37362498040
255,889005.00000000000,CROTS survey,PA-3-58-31,Goff Creek,08/03/89,301530,4695721,325,23,0,23,,-77.41112406810,42.38843202490
256,889023.00000000000,Reclassification,PA-3-58-31-4,Boughton Creek,08/03/89,298430,4693121,0,2,0,2,,-77.44784219320,42.36423966110
257,989023.00000000000,Reclassification,E-23-33,Buttermilk Creek,08/03/89,203729,4700120,1200,3,3,0,,-78.59962685990,42.39685872930
258,889006.00000000000,CROTS survey,PA-3-58-35,Tenmile Creek,08/04/89,299930,4700121,600,23,0,23,,-77.43207463120,42.42761246950
259,889006.00000000000,CROTS survey,PA-3-58-35,Tenmile Creek,08/04/89,301530,4703121,750,28,1,27,,-77.41367813510,42.45501726660
260,889006.00000000000,CROTS survey,PA-3-58-35,Tenmile Creek,08/04/89,303330,4704721,350,15,5,10,,-77.39235455480,42.46987293370
261,989035.00000000000,General biological survey,PA-44,Louds Creek,08/04/89,219530,4655820,300,1,1,0,,-78.38662487620,42.00444448220
262,989065.00000000000,General biological survey,ONT-117,Genesee River,08/09/89,257630,4659320,450,6,0,5,1,-77.92864622120,42.04857416120
263,989065.00000000000,General biological survey,ONT-117,Genesee River,08/09/89,259330,4656420,600,4,0,4,,-77.90694015790,42.02301079500
264,989065.00000000000,General biological survey,ONT-117,Genesee River,08/10/89,260330,4655620,500,1,0,1,,-77.89454991570,42.01611983550
265,989065.00000000000,General biological survey,ONT-117,Genesee River,08/10/89,261330,4653720,1000,5,0,5,,-77.88171540290,41.99933267530
266,889021.00000000000,CROTS survey,PA-3-28,Newtown Creek,08/14/89,361731,4671722,400,3,3,0,,-76.67440647250,42.18543366180
267,889022.00000000000,Reclassification,PA-3-14,Baldwin Creek,08/14/89,359131,4665421,100,2,0,2,,-76.70435532590,42.12824558660
268,789015.00000000000,TSMP collection,ONT-66-12-12-P154-4,Onondaga Creek,08/15/89,405732,4748422,1400,23,0,23,,-76.15434249780,42.88258095370
269,489017.00000000000,"Other, see comments",H-219-1,Moordener Kill,08/22/89,609333,4712124,350,66,0,66,,-73.66823521220,42.55377854630
270,989078.00000000000,General biological survey,ONT-117-104-3-11,Unnamed Water,08/22/89,244229,4723620,150,9,1,8,,-78.11882081500,42.62257354270
271,789017.00000000000,TSMP collection,SR-44-23,Genegantslet Creek,08/28/89,434932,4697022,660,61,0,61,,-75.79093301280,42.42278253370
272,789017.00000000000,TSMP collection,SR-44-23,Genegantslet Creek,08/28/89,439432,4707822,780,22,0,22,,-75.73737867530,42.52040280220
273,789017.00000000000,TSMP collection,SR-44-23,Genegantslet Creek,08/28/89,439832,4709422,218,39,5,34,,-75.73267767390,42.53484218880
274,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,08/28/89,256536,4654445,125,11,11,0,,-77.93982595870,42.00438686870
275,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,08/28/89,256825,4656954,125,30,30,0,,-77.93737992050,42.02704407680
276,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,08/28/89,254702,4654518,125,1,1,0,,-77.96197348260,42.00447442880
277,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,08/28/89,254797,4655256,125,2,2,0,,-77.96113593310,42.01114202970
278,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,08/28/89,255286,4655950,125,5,5,0,,-77.95552748640,42.01753643170
279,989503.00000000000,General biological survey,ONT-117-192-3-2,Unnamed Water,08/28/89,254114,4655162,125,26,26,0,,-77.96933397200,42.01008356570
280,989074.00000000000,General biological survey,ONT-117-118-6,Elm Creek,08/30/89,240530,4710620,275,14,14,0,,-78.15795231570,42.50444072480
281,989080.00000000000,General biological survey,ONT-117-104-3-14,Smith Creek,08/30/89,237829,4727020,100,15,0,15,,-78.19831107000,42.65099511370
282,989081.00000000000,General biological survey,ONT-117-104-3-15,Unnamed Water,08/30/89,237329,4728420,200,5,0,5,,-78.20504851900,42.66341287020
283,989083.00000000000,General biological survey,ONT-117-104-8,Trout Brook,08/30/89,239729,4718120,300,24,0,24,,-78.17110062580,42.57161194610
284,489023.00000000000,"Other, see comments",H-264-38,Little Hoosic River,08/31/89,633233,4730824,200,23,0,9,14,-73.37283657380,42.71836415480
285,489023.00000000000,"Other, see comments",H-264-38,Little Hoosic River,08/31/89,633533,4731424,600,79,1,29,49,-73.36903264830,42.72371317860
286,989072.00000000000,General biological survey,ONT-117,Genesee River,08/31/89,257630,4659320,800,7,0,7,,-77.92864622120,42.04857416120
287,989072.00000000000,General biological survey,ONT-117,Genesee River,08/31/89,258230,4661920,1000,10,0,10,,-77.92247843190,42.07214543660
288,489017.00000000000,"Other, see comments",H-219-1,Moordener Kill,09/01/89,604233,4710224,400,61,0,61,,-73.73068882070,42.53737681000
289,489017.00000000000,"Other, see comments",H-219-1,Moordener Kill,09/01/89,613633,4714624,200,4,0,4,,-73.61537457010,42.57566577350
290,789020.00000000000,General biological survey,ONT-66-12-12-P154-4-1-1,Furnace Brook,09/01/89,404332,4763522,0,108,1,107,,-76.17406395000,43.01835634740
291,789020.00000000000,General biological survey,ONT-66-12-12-P154-4-1-1,Furnace Brook,09/01/89,405132,4763522,0,142,65,77,,-76.16424812160,43.01845663080
292,389033.00000000000,Reclassification,H-43-1-11-5,Horse Chock Brook,09/07/89,578132,4562523,100,5,5,0,,-74.06801677980,41.21031389650
293,389034.00000000000,Reclassification,H-43-1-11-5-2B,Unnamed Water,09/07/89,578032,4562523,75,3,3,0,,-74.06920946070,41.21032354330
294,989084.00000000000,General biological survey,ONT-117-104-8,Trout Brook,09/07/89,238629,4720920,300,19,0,19,,-78.18576568270,42.59641750080
295,989084.00000000000,General biological survey,ONT-117-104-8,Trout Brook,09/07/89,238629,4721120,150,15,10,5,,-78.18585738370,42.59821585700
296,989085.00000000000,General biological survey,ONT-117-104-8-1,Unnamed Water,09/07/89,239629,4719020,400,1,0,1,,-78.17272781620,42.57967097510
297,989086.00000000000,General biological survey,ONT-117-104-8-2,Unnamed Water,09/07/89,239329,4718920,300,1,0,1,,-78.17633229080,42.57867055310
298,989087.00000000000,General biological survey,ONT-117-104-8-3,Unnamed Water,09/07/89,238629,4721120,100,6,0,6,,-78.18585738370,42.59821585700
299,989088.00000000000,General biological survey,ONT-117-104-8-4,Unnamed Water,09/07/89,238529,4721120,200,7,1,6,,-78.18707445100,42.59818197440
300,989073.00000000000,General biological survey,PA-32-4,Hunt Creek,09/08/89,246730,4655720,30,5,0,5,,-78.05862322920,42.01276196130
301,989073.00000000000,General biological survey,PA-32-4,Hunt Creek,09/08/89,246930,4656420,200,13,0,13,,-78.05651296740,42.01912192900
302,989073.00000000000,General biological survey,PA-32-4,Hunt Creek,09/08/89,247530,4658020,150,20,4,16,,-78.04996464170,42.03370473200
303,989073.00000000000,General biological survey,PA-32-4,Hunt Creek,09/08/89,248030,4660320,150,2,0,2,,-78.04492112120,42.05455088650
304,789019.00000000000,Population estimate,ONT-66-12-29-P193-55,Grout Brook,09/11/89,396131,4734722,150,304,0,11,293,-76.26935695970,42.75799209700
305,789019.00000000000,Population estimate,ONT-66-12-29-P193-55,Grout Brook,09/11/89,396331,4732322,135,242,0,1,241,-76.26647337580,42.73641127510
306,789019.00000000000,Population estimate,ONT-66-12-29-P193-55,Grout Brook,09/11/89,396631,4731622,135,154,0,9,145,-76.26268141570,42.73014941500
307,789019.00000000000,Population estimate,ONT-66-12-29-P193-55,Grout Brook,09/11/89,397931,4731322,125,108,0,14,94,-76.24675113580,42.72762235250
308,789019.00000000000,Population estimate,ONT-66-12-29-P193-55,Grout Brook,09/11/89,397931,4731522,150,285,0,15,270,-76.24678720370,42.72942302910
309,389012.00000000000,Reclassification,H-171-45-2,Warner Creek,09/18/89,558732,4660624,50,15,0,11,4,-74.28976614150,42.09550358400
310,389013.00000000000,Reclassification,H-171-50,Bushnellsville Creek,09/18/89,548432,4667124,50,20,2,15,3,-74.41377549070,42.15474584970
311,389014.00000000000,Reclassification,H-171-54,Hatchery Hollow Brook,09/18/89,545632,4659224,20,0,0,0,,-74.44828286050,42.08376612630
312,389015.00000000000,Reclassification,H-171-46,Woodland Creek,09/18/89,555032,4658724,75,20,0,11,9,-74.33468527560,42.07866052270
313,389016.00000000000,Reclassification,H-171-45-1,Ox Clove Brook,09/18/89,557132,4661724,75,17,0,10,7,-74.30900567640,42.10552813690
314,389017.00000000000,Reclassification,H-171-45,Stony Clove Creek,09/18/89,557732,4661224,100,14,0,7,7,-74.30179878340,42.10098129350
315,389018.00000000000,Reclassification,H-171-47,Broadstreet Hollow Brook,09/18/89,553332,4663424,150,26,0,10,16,-74.35480734910,42.12110573840
316,489028.00000000000,Steam protection,H-235-PN386-1,Unnamed Water,09/22/89,619133,4721324,300,1,1,0,,-73.54697578750,42.63515529120
317,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,09/26/89,256536,4654445,125,10,10,0,,-77.93982595870,42.00438686870
318,989501.00000000000,General biological survey,ONT-117-192-2,Orebed Creek,09/26/89,256825,4656954,125,42,42,0,,-77.93737992050,42.02704407680
319,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,09/26/89,254702,4654518,125,1,1,0,,-77.96197348260,42.00447442880
320,989502.00000000000,General biological survey,ONT-117-192-3,Redwater Creek,09/26/89,254797,4655256,125,1,1,0,,-77.96113593310,42.01114202970
321,989503.00000000000,General biological survey,ONT-117-192-3-2,Unnamed Water,09/26/89,254114,4655162,125,18,18,0,,-77.96933397200,42.01008356570
322,889004.00000000000,General biological survey,PA-3,Chemung River,09/28/89,335831,4665321,600,1,0,1,,-76.98607849740,42.12281302220
