"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.21082,-72.3467,"10/26/1998","Swift River",NA,NA,"Backpack Shocking",1,2,0,0,0,1,"Above Route 181 to low-head dam","Steep Banks both sides of river. Wide, boulders, riffles and runs.  Good pocket water with steep banks on both sides of the river.  West side forested, good canopy.  East sidedirt, grass with scrub banks.  Very innefficient sample.  Only saw one fish that we missed."
42.59396,-72.3617,"9/13/2000","Whetstone Brook",82.30000305,NA,"Backpack Shocking",11,2,0,0,0,0,"First bridge at gate downstream",""
42.5765061,-72.4351698,"9/13/2000","Mormon Hollow Brook",91.40000153,NA,"Backpack Shocking",5,1,3,1,0,0,"M+M trail crossing upstream","High flow"
42.0182,-71.53612,"8/22/2001","Blackstone River",100,NA,"Barge Shocking",0,0,0,1,0,0,"200 yards east of dam","High water much reduced efficiency(<2 of 5), good habitat"
42.30898,-71.8205,"6/26/2001","Ararat Brook",80,2.599999905,"Backpack Shocking",25,34,0,0,0,0,"West of Brattle Street, Tributary to Indian Lake","Excellent habitat, pool silt and sand covered"
42.34126,-71.61759,"6/7/2001","Assabet River",100,15,"Barge Shocking",0,0,0,8,0,3,"Boundary Street","Habitat degraded by sediment (sand and silt), few rooted aquatics."
42.2664,-71.55167,"8/2/2001","Sudbury River",NA,0,"Backpack Shocking",0,0,0,0,0,1,"Downstream of Fruit Street","Very different habitat than upstream.  Diversion channel (2-3 meters wide) diverts 20% of flow for 200 meters.  Old dam in diversion channel is breached."
42.38592,-72.97795,"9/5/2001","Middle Branch Westfield River",99,0,"Backpack Shocking",10,1,0,0,0,0,"Snowmobile bridge on River Road",""
42.34615,-72.84373,"9/4/2001","Dead Branch",105,NA,"Backpack Shocking",6,7,1,2,0,0,"Indian Hollow gate pull-off","Awful Shocking conditions, runs through rocks, many crevaces.  One run only, 16 salmon total - stocked in high water conditions."
42.14992,-71.61611,"7/10/2001","West River",61,NA,"Backpack Shocking",0,0,0,6,0,0,"West of River Street","One of few riffle sections on West, all trout stocked"
42.1666,-71.59939,"8/17/2001","UNT Center Brook (1)",88,NA,"Backpack Shocking",4,2,0,0,0,0,"N. of RR tracks off Grove Street","Good habitat, little EBT spawn habitat in section.  Good pools, should have been nice EBT.  Lots of apparent road run-off probably impacts spawning"
42.08609,-72.72749,"7/24/2001","Great Brook",110,0,"Backpack Shocking",4,1,27,2,0,0,"Upstream of Shaker Road crossing","Shocker displayed a warning/malfunction indicator so we stopped short of the 100 meters. Very good habitat"
42.14869,-72.79305,"7/25/2001","Moose Meadow Brook",65,0,"Backpack Shocking",3,0,31,13,0,0,"Bridge crossing Pochassic St.","Spotted turtle sighting.  Large illegal gravel dam downstream of sample site.  Report filed with DEP (Karen Hirshberg)."
42.45548,-72.84052,"8/1/2001","Stones Brook",95,0,"Backpack Shocking",13,1,15,2,0,0,"Loomis Road crossing off Route 9",""
42.29371,-72.95889,"7/16/2001","Abbott Brook",98,0,"Backpack Shocking",87,4,0,0,0,0,"Crossing at Abbott Hill Road from small confluence at camp upstream.","Shallow, moderate gradient stream.  Average depth 6"".  50% cobble, 20% boulder, 20% gravel, some fines in pools, series of small, steep pool and riffles, one large pool at culvert,  Cold, clear water.  Levels probably reduced to pools and trickles in summer.  Mature canopy, stable banks"
42.13053,-72.82286,"7/27/2001","Little River (1)",70,0,"Backpack Shocking",12,3,1,2,0,0,"Upstream from Northwest Road","Very low flow, small riffles.  Flow was huge on 7/25 and very low 7/24.  Habotat is great - flow issues are prevalent."
42.11608,-72.80048,"7/25/2001","Munn Brook",77,NA,"Backpack Shocking",10,3,8,3,0,0,"Adjacent to Loomis Road","Lots of woody debris, goo low gradient stream with lots of undercuts and deep pools"
42.16534,-72.84968,"8/28/2001","Potash Brook",105,0,"Backpack Shocking",43,4,0,0,0,0,"First Bridge on Route 23 heading upstream",""
42.51293,-72.92224,"8/14/2001","Mill Brook",100,4,"Backpack Shocking",40,9,0,0,0,0,"River Road Bridge (middle)",""
42.07259,-72.84678,"8/16/2001","Dickinson Brook",70,2,"Backpack Shocking",27,3,22,3,0,0,"Rt. 57, pulloff just below bridge","Microdace able to elude nets"
42.05127,-72.96998,"6/25/2001","Halfway Brook",155,0,"Backpack Shocking",26,3,0,0,0,0,"300 feet downstream of old dam; DS of West Hartland Rd.","Shocked in state park up to old dam. Good crayfish population, many sizes, good canopy cover, tannic water. 50% boulder, 50% gravel, some pool/riffle habitat"
42.398571,-73.052157,"7/16/2001","Geer Brook",90,0,"Backpack Shocking",47,4,0,0,0,0,"US of Skyline Trail crossing from old dam to old dam","Moderate gradient stream.  Mature canopy, 100% shaded.  30% Boulder, 30% cobble, 40% gravel and smalls.  Lot of overhanging vegetation.  Pools sandy and 8"" deep"
42.56391,-73.00694,"7/14/2001","Phelps Brook",88,0,"Backpack Shocking",40,7,0,0,0,0,"Loop road crossing upstream","10% ledge, 70% cobble, high gradient, a few barriers.  Not much water, average depth a couple of inches. Mature canopy, some LWD.  Spring-fed maintains low-flow in summer."
42.56728,-73.03719,"7/19/2001","Drowned Land Brook",95,0,"Backpack Shocking",1,3,0,0,0,0,"From old main road crossing.  Below bridge upstream","20% boulder, 40% cobble, some embedednes and fines probably from pond or beavers.  Moderate to high gradient, short riffles, average depth 9"".  High water temperature, mostly warmwater fish."
42.20036,-72.92242,"6/26/2001","Gibbs Brook",81,NA,"Backpack Shocking",58,6,0,0,0,0,"2nd road crossing above bridge pool below culvert upstream","Included pool below culvert through upstream mostly large boulder, high gradient plunge pools, some gravel/pebble substrate.  Good canopy cover."
42.509882,-73.026938,"7/23/2001","Shaw Brook",148,0,"Backpack Shocking",20,4,0,0,0,0,"Shaw Road crossing, 60 meters downstream up to culvert","Large stream with small plunge pools.  Average depth 3"".  Full of sediment, probably from dirt road.  Not much water.  Poorly built road for sediment control"
42.19635,-72.95284,"6/26/2001","Tiffany Brook",60,3,"Backpack Shocking",60,3,9,1,0,0,"N. Blandford road crossing, next to swampy acres home","Boulder, cobble, gravel.  High conductivity looks like levels fluctuate greatly. Currently pretty close to low flow conditions."
42.37928,-72.91122,"8/1/2001","Wards Stream",56,1.75,"Backpack Shocking",1,0,0,0,0,0,"Indian oven crossing begin at bottom of culvert upstream","Low gradient stream, slow moving, runs shallow.  Substrate 70% fines, 20% cobble, average depth, 8"".  Many small dace"
42.52439119,-73.00811039,"7/23/2001","Steep Bank Brook",160,0,"Backpack Shocking",31,0,0,0,0,0,"From confluence with the Westfield upstream","Shocked from confluence upstream.  At tributary, main channel was dry so we proceeded up feeder additional 50'.  60% cobble, 10% boulder, 30% gravel/pebble. Wide, rocky brook probably flows high in spring.  Not much water now.  Limited habitat mostly riffle, pocket water."
42.0465373,-73.1373839,"7/11/2001","Riiska Brook",72,0,"Backpack Shocking",33,7,0,0,0,0,"Road crossing at route 183 under bridge, upstream","Good crayfish population.  Moderate gradient stream.  30% boulder, 40% cobble, 30% gravel, shallow pools, 80% canopy cover, stable banks with good vegetation."
42.410184,-72.939054,"8/1/2001","Wards Stream",NA,0,"Backpack Shocking",29,7,0,0,0,0,"Buffington Hill Road crossing.  Begin at sharp turn below road, work to culvert","Low water conditions.  Boulder 30%, cobble 30%, mature canopy, some fines and embeddedness in pool.  LWD 10%.  Reported to dry up almost completely in summer."
42.522542,-72.983136,"7/23/2001","Tower Brook (2)",NA,0,"Backpack Shocking",30,2,1,0,0,0,"From windsor Bush Road crossing upstream.","Began at pool 10 m above culvert.  Followed stream channel to left until beaver dam.  Brook has recently split into channels from beaver activity.  10% Boulder, 50% cobble/gravel, 40% silt/fines, average depth 4"".  Small stream which flows into Windsor Jambs Brook."
42.09502,-73.10275,"7/12/2001","Silver Brook",113,18,"Backpack Shocking",3,7,0,0,0,0,"Bank Road Bridge crossing from natural barrier below bridge up to confluence with freeder","Extraordinary high macroinvertebrate presence.  Numerous mayflies, some stoneflies.  20% ledge, 15% boulder, 50% cobble, remainder gravel.  Some fines and imbeddedness in spots.  Mature canopy covers 80%.  Ave. depth = 1'"
42.182698,-72.877162,"8/3/2001","Stage Brook",105,NA,"Backpack Shocking",19,4,0,1,0,0,"Along Stage Road",""
42.26281,-72.87997,"8/6/2001","Middle Branch Westfield River",130,10.5,"Backpack Shocking",0,0,0,1,0,0,"Downstream of Littleville Dam","Lots of crayfish"
42.5239,-72.99212,"8/6/2001","Windsor Jambs Brook",66,1.25,"Backpack Shocking",9,1,3,4,0,0,"Schoolhouse Road bridge",""
42.27703,-72.88383,"7/3/2001","LITTLEVILLE RESERVOIR",NA,NA,"Boat Shocking",0,1,0,0,0,0,"","Very clear water, no structure along shore"
42.16769,-72.96786,"8/6/2001","Pond Brook (2)",44,NA,"Backpack Shocking",2,0,16,18,0,0,"Downstream of Hiram Blair Road crossing (private road) off Route 23.","Brook must be very flashy.  We sampled one 90 meter stretch, then shocked the pool at the base of the cliffs."
42.27596,-72.99338,"8/27/2001","Walker Brook (2)",30,4,"Backpack Shocking",9,4,19,7,0,0,"Pull-off below Walker Island",""
42.35851,-73.09594,"8/15/2001","Depot Brook",89,5.5,"Backpack Shocking",5,0,1,5,0,0,"Lower Valley Road paved bridge","One run only for lack of salmon"
42.13966,-71.39304,"9/10/2001","Charles River",98,0,"Backpack Shocking",0,0,0,1,0,0,"","Used 2 backpacks, I with 2 probes, 1 with rat and probe"
42.40378,-71.57526,"7/23/2001","Danforth Brook",56,NA,"Backpack Shocking",0,2,2,1,0,0,"North of Route 85","Good efficiency (4), few pools, mainly riffle habitat, low flow.  BT wild, EBT stocked, sparse fish population."
42.30229,-71.67967,"7/25/2001","Hop Brook (1)",100,NA,"Backpack Shocking",5,2,0,0,0,0,"Ward Hill off route 20, east of STTP Road","Good habitat, very good efficiency (4) low flows.  Spring flooding probably limited YOY EBT.  Habitat should support more EBT.  Station length limited by heavy growth."
42.33529,-71.62332,"6/7/2001","Assabet River",100,NA,"Barge Shocking",0,2,0,9,0,13,"Yellick Park off Solomon Pond Road","Good habitat pool-riffle ration excellent.  High water reduced efficiency"
42.4152,-71.54126,"8/1/2001","UNT to Assabet River",50,NA,"Backpack Shocking",14,7,0,0,0,0,"North of Randall Street","Poor habitat, few pools, entire section sand and small gravel, silt bottom.  Spring flooding probably limits EBT.  Excellent efficiency (5 of 5). All trout wild, excellent water quality, clear cold."
42.406942,-71.653597,"6/5/2001","North Brook",100,NA,"Backpack Shocking",76,5,0,0,0,0,"off Lancaster Road","All EBT wild. +- 50% of YOY EBT, fair habitat, especially juvenile, lack of pools"
42.40025,-72.98505,"8/22/2001","Fuller Brook",65,4.5,"Backpack Shocking",12,0,0,0,0,0,"Middle of nowhere",""
42.09055,-72.81351,"8/22/2001","Munn Brook",60,0,"Backpack Shocking",2,0,25,4,0,0,"First bridge on main road heading downstream","Many, many, many sculpins"
42.3475,-72.8968,"8/22/2001","Little River (2)",108,0,"Backpack Shocking",1,0,0,0,0,0,"Pulloff below bridge upstream of Ireland",""
42.6272,-72.8119,"8/17/2001","Avery Brook",91,4,"Backpack Shocking",7,4,0,0,2,0,"250 meters downstream of first bridge on heath road","Only rainbow trout was vouchered"
42.33499,-73.09579,"8/23/2001","Shaker Mill Brook",97,4,"Backpack Shocking",61,2,1,0,0,0,"Lover's Lane",""
42.32162,-73.08592,"8/23/2001","Yokum Brook",130,NA,"Backpack Shocking",21,3,0,1,0,0,"Below Bear Creek Store Bridge",""
42.413604,-72.903436,"9/12/2001","West Branch Brook",116,0,"Backpack Shocking",140,13,0,0,0,1,"Field upstream of falls",""
42.099164,-70.7142301,"8/27/2001","Marshfield Fairgrounds Brook",NA,NA,"Backpack Shocking",13,3,0,0,0,0,"Upstream from road culvert near horse barns","Most trout caught near 8"" deep root wad.  Channel starting to braid.  Thick sediment deposits, sand over silt.  Almost all trout had parasites (learnia).  Examples are preserved in the watershed voucher collection."
42.0809883,-70.8574383,"7/12/2001","Indian Head Brook",76.19999695,NA,"Backpack Shocking",1,4,0,0,0,0,"Brook Street","Even mix of substrate from cobble to silt"
41.92339,-70.56327,"6/19/2001","Beaver Dam Brook",73,5.800000191,"Backpack Shocking",0,0,0,4,0,0,"Below Brook Street","water was high"
42.43621,-72.93034,"8/10/2001","Kearney Brook",65,1.5,"Backpack Shocking",117,7,0,0,0,0,"Worthington Rod and Gun Club",""
42.25674,-71.57183,"7/11/2001","Whitehall Brook",NA,NA,"Backpack Shocking",0,1,0,0,0,0,"Down stream of sample conducted by NE District off fruit street.  We sampled this adjacent stretch because NE Dist. Reported faulty sampling gear in the last sample.","Good bend pools, some sedimentation present.  EBT was probably stocked and had a spinal deformity."
42.37597,-71.28069,"8/7/2001","Stony Brook (1)",NA,NA,"Backpack Shocking",0,0,0,1,0,0,"Dump road crossing, downstream","Fast flow - wide"
42.3574098,-71.3362929,"6/21/2001","UNT to Pine Brook",83,NA,"Backpack Shocking",41,4,0,0,0,0,"300 feet above Old Connecticut Path","worked excellent, 90% efficiency, gravel bottom, cut banks, EBT nursury, many crayfish"
42.07646,-71.72517,"8/2/2001","Mumford River",130,NA,"Backpack Shocking",0,0,0,2,0,0,"West of Manchaug Street","Fair efficiency, high flows, too wide for backpack.  Good habitat but few pools with depth.  All BT stocked."
42.07844,-71.70847,"8/2/2001","Mumford River",31,NA,"Backpack Shocking",0,0,0,1,0,0,"East of Gilboa Street","Good habitat, boulders, deep pools.  BT stocked."
42.0994,-71.51658,"7/18/2001","Mill River",112,NA,"Backpack Shocking",0,0,0,1,0,0,"South and North of Hartford Ave.","Excellent habitat, high fertility, poor fish population for habitat. Depth and flow-impacted sample. BT stocked (not at this site). Downstream of Hopedale WWTP and Draper Mill. Many crayfish."
42.09291,-71.51974,"7/10/2001","Muddy Brook",68,NA,"Backpack Shocking",4,5,0,0,0,0,"South of Hatrford Ave.","Few fish for excellent habitat"
42.04565,-71.62534,"7/16/2001","Emerson Brook",253,NA,"Backpack Shocking",0,5,0,7,0,0,"off old 146 - 100 yards south of bridge","All BT stocked, larger holdover from 2000.  All EBT wild.  Heavy Spring flow probably reduced # of fish.  Should have been more given habitat."
42.02962,-71.60565,"7/16/2001","Bacon Brook",96,NA,"Backpack Shocking",3,17,0,1,0,0,"West of River Road","Good habitat, heavy sand and silt from floods eliminated YOY habitat in 2001.  Sample East of large Spring, EBT and BT wild"
42.18437,-71.70859,"8/16/2001","Cronin Brook",100,NA,"Backpack Shocking",13,0,1,0,0,0,"East of Gravel Pit Road, off Follette Street","Habitat mainly riffled, 2 good pools.  All trout wild, where is mom and dad? Just upstream of Blackstone may account for LMB and YP.  Low flows.  Swamp darters in previous samples (possible mis-ID)"
42.19051,-71.62673,"7/30/2001","Warren Brook",73,NA,"Backpack Shocking",9,26,0,0,0,0,"South and North of Fowler Street crossing","Fair habitat.  Shallow pools, braided in spots.  All trout wild.  Stream scoured by Spring flood probably reduced YOY.  Good spawning sites."
42.04085,-71.51595,"7/10/2001","Mill River",95,NA,"Backpack Shocking",0,1,0,0,0,0,"North of Summer Street # 2","Mainly riffle habitat.  Add data to barge data at same site.  EBT stocked, 1 BT observed"
42.39152,-71.6605,"7/23/2001","North Brook",60,NA,"Backpack Shocking",1,7,0,0,0,0,"North of Lancaster Road","Good efficiency (4 of 5).  Fair habitat, little riffle area (10 M).  All EBT wild"
42.39737,-71.59821,"6/5/2001","Hog Brook",91,NA,"Backpack Shocking",0,14,0,2,0,0,"South of Route 62 crossing","High water impeded sampling.  BT stocked, EBT probably stocked, water tannic, hairy footing."
42.36959,-71.63954,"7/23/2001","North Brook",73,NA,"Backpack Shocking",1,3,0,2,0,0,"South of Jones Road","Good efficiency (4 of 5).  Good habitat, riffles fishless.  Generally poor fish population probably due to upstream beaver flowages. BT stocked, EBT wild."
42.3247209,-71.7414138,"6/11/2001","Sewall Brook",67,NA,"Backpack Shocking",2,4,0,0,0,0,"West of Sewell Street","YMCA camp.  All EBT wild.  Camp reports that brook dries annually past 4-5 years.  Wells?"
42.18275,-71.62805,"8/17/2001","Warren Brook",12,NA,"Backpack Shocking",3,8,0,0,0,0,"South of Lower Fowler Street cross (southern)","Good efficiency (3.5 of 5), good habitat.  Few pools, heavy Spring flows scoured stream.  Probably effected YOY EBT production."
42.3041635,-71.7625926,"6/11/2001","Poor Farm Brook",69,NA,"Backpack Shocking",0,7,0,0,0,0,"North of Route 70 cross","All EBT wild, about 50% of BND picked up.  Section warms in summer.  Resident EBT probably move upstream."
42.05887043,-71.46238598,"6/14/2001","UNT to Peters River",128,NA,"Backpack Shocking",6,1,0,0,0,0,"West of Lake Street","Good Ebt habitat, No lamprey habitat in section.  Good efficiency.  All EBT wild.  Larger pools absent.  6 or 7 7"" EBT in pool outside station."
42.04327,-71.52483,"7/16/2001","Hop Brook",80,NA,"Backpack Shocking",3,0,0,1,0,0,"West of Farm Street","Habitat Fair, obvious recent flooding caused sand and silt build-up.  Good efficiency (4 of 5).  BT stocked - probably came from the Mill River, missed two yoy EBT"
